Image Number,Num_Vertices,Perimeter,Contour Area,ratio of perimeter and area,Circularity,Min_Angle_Change,Max_Angle_Change,Mean_Angle_Change,dim1 of tfb,dim2 of tfb,Ratio_Area_to_Bounding_Rect,Symmetry,gradient_magnitude
0015.jpg,202,1539.4629838466644,88278.5,0.0174387079962467,0.4680867065556766,45.00000000000001,135.0,130.990099009901,456.8555570418291,324.11880537852164,0.5795442609175179,8.297102852393559,0.7280577256944445
0016.jpg,391,1510.256921172142,113994.5,0.013248506911931208,0.6280469236944499,90.0,135.0,133.73401534526855,451.0,336.0,0.7483686090176204,7.637342013849285,0.7240364583333333
0017.jpg,495,1554.0458048582077,107370.5,0.014473675775545496,0.5586852543137882,90.0,135.0,133.45454545454547,450.0277769204919,333.0375354220602,0.7085478038221941,8.44077387934504,0.72998046875
0019.jpg,444,1473.6122596263885,118412.0,0.012444788193986998,0.6852343548714146,45.00000000000001,135.0,133.5810810810811,335.538373364359,445.70169396133105,0.7814116777531411,7.299857413189879,0.6707291666666667
0020.jpg,78,1555.982754945755,122500.5,0.01270184819609516,0.6358258296400067,90.0,135.0,131.53846153846155,335.0,450.0,0.8042101047766603,6.203591022627621,0.7584678819444445
0021.jpg,679,1345.9280564785004,107732.5,0.012493240725672386,0.7473308484185445,45.00000000000001,135.0,134.13843888070693,323.83946640272245,453.1942188510352,0.7093638063632532,7.43261730418241,0.6093598090277778
0022.jpg,658,1376.2468165159225,75477.5,0.018233868590188104,0.5007658636261632,45.00000000000001,135.0,134.1793313069909,450.0,334.0,0.4995697786014495,8.116407248991544,0.6340668402777778
0023.jpg,234,1569.7300099134445,135574.0,0.011578400061320345,0.6914111063672141,45.00000000000001,135.0,132.69230769230768,451.0,336.0,0.890037026338594,7.860245198390887,0.8104513888888889
0024.jpg,388,1492.256921172142,111959.5,0.013328542206531308,0.6318058031664198,90.0,135.0,132.91237113402062,327.9908535310093,436.6646310385122,0.7388310368493295,7.460096196864637,0.6821332465277777
0025.jpg,572,1421.057996749878,102239.0,0.013899373005896751,0.6362134574806149,45.00000000000001,135.0,133.1118881118881,305.9836596944353,445.24599942054505,0.6731918984407922,7.579454102271149,0.6539756944444445
